Annual_Rainfall,Monsoon_Intensity,Cloud_Coverage,Humidity,Temperature,River_Discharge,Soil_Moisture,Drainage_Coefficient,Elevation,Deforestation_Rate,Summer_Rainfall,Winter_Rainfall,Pre_Monsoon_Rainfall,Post_Monsoon_Rainfall,Flood
3176.14,1.05,80.26,50.72,31.51,4158.09,78.47,0.199,143.46,40.19,1781.11,367.67,372.9,654.46,1
2393.42,2.22,45.12,78.95,23.14,4468.65,22.82,0.683,13.75,49.87,751.36,181.32,130.21,1330.53,1
2884.43,5.19,62.07,58.08,33.45,974.83,19.25,0.494,99.92,3.07,1489.08,183.4,423.44,788.51,1
2007.91,6.08,92.02,29.81,44.32,3117.34,59.0,0.185,199.89,21.64,927.66,314.41,284.73,481.11,1
2230.71,2.45,59.87,94.23,18.34,4590.94,74.11,0.766,83.78,1.29,1221.31,240.6,139.77,629.03,1
1977.55,0.58,25.7,56.33,21.36,2345.47,31.91,0.819,97.01,6.7,894.15,369.64,121.16,592.61,0
1085.73,3.91,44.08,78.76,29.19,562.54,10.47,0.753,195.7,16.15,501.67,142.27,112.82,328.97,0
2667.36,2.34,85.88,49.37,44.06,2316.18,71.67,0.282,480.89,19.68,841.63,272.78,335.3,1217.65,1
1342.32,2.2,67.98,21.51,38.15,1910.18,29.97,0.721,382.12,46.99,671.91,137.38,118.42,414.61,0
572.95,9.6,68.57,28.04,41.95,2909.41,16.64,0.11,159.87,19.79,218.83,39.94,36.46,277.71,0
2436.42,6.16,88.01,59.7,25.01,2221.36,14.77,0.375,475.8,24.81,745.32,338.83,246.21,1106.05,1
1031.33,5.57,90.46,75.2,44.76,135.86,31.49,0.459,322.82,12.28,329.96,141.63,86.38,473.37,0
3321.38,4.16,92.78,46.78,18.08,4970.29,59.27,0.852,227.72,0.01,1950.26,564.63,282.91,523.58,1
3361.79,4.29,18.54,75.64,16.59,2740.52,35.84,0.451,234.15,44.97,1357.57,269.55,384.92,1349.75,1
3244.59,5.41,58.97,75.89,40.67,2394.47,2.07,0.11,205.37,4.09,1818.34,303.75,449.57,672.92,1
1610.48,6.96,76.65,76.31,42.82,4775.36,9.69,0.417,116.5,48.21,946.8,104.01,170.48,389.17,1
546.37,7.02,78.12,59.4,17.72,821.51,29.05,0.549,193.32,6.54,318.52,51.52,64.89,111.44,0
3284.96,1.72,64.6,93.19,18.4,986.73,65.97,0.954,263.95,30.24,1854.42,375.19,381.04,674.31,0
1784.55,5.0,25.01,59.14,16.0,4049.67,9.85,0.947,264.01,49.97,1014.43,347.28,187.58,235.25,0
3399.96,4.12,81.77,56.02,18.14,1341.11,56.07,0.263,380.87,6.92,1314.77,503.06,275.65,1306.48,1
3390.86,8.71,74.81,35.95,21.28,4006.17,11.99,0.267,179.4,21.2,1171.34,567.74,297.65,1354.13,1
3059.03,6.31,17.75,44.61,44.1,1394.09,21.16,0.247,358.4,39.02,1504.37,302.31,249.53,1002.82,1
1383.35,5.33,51.74,23.39,35.04,214.28,17.22,0.81,289.05,1.61,617.57,99.15,196.09,470.53,0
1655.29,1.15,25.66,70.68,38.36,2609.22,6.72,0.105,480.92,34.49,545.62,146.51,219.59,743.57,0
3053.41,6.06,40.37,39.88,38.28,1023.6,67.13,0.214,192.64,4.02,1536.67,270.14,329.57,917.04,1
1450.77,1.17,11.63,44.33,31.05,3801.34,46.34,0.584,450.61,11.83,680.2,199.43,204.88,366.25,0
1008.48,3.37,46.03,81.67,38.92,3223.94,83.11,0.323,410.32,8.0,563.66,102.08,139.82,202.92,1
2170.4,1.43,59.49,46.18,32.87,4621.83,9.89,0.183,318.83,45.37,1047.77,387.66,309.87,425.11,1
3308.46,6.92,65.76,39.38,24.44,3925.79,14.47,0.424,327.26,9.02,1562.2,656.01,238.8,851.46,1
2588.09,2.06,69.71,33.52,31.83,944.84,30.65,0.347,42.32,2.02,1118.64,262.68,315.1,891.67,0
2210.18,3.92,85.27,81.99,31.01,4010.78,76.59,0.56,475.11,29.38,969.91,344.26,245.16,650.86,1
791.53,8.96,29.39,30.38,39.7,3226.6,30.58,0.981,53.47,17.31,464.09,117.64,97.66,112.14,0
2345.02,2.04,20.84,56.3,44.45,3361.31,40.84,0.212,281.62,20.29,800.9,185.65,179.01,1179.45,0
3470.16,5.08,86.64,60.55,27.33,4169.7,30.16,0.435,165.04,5.95,1505.58,651.35,414.62,898.61,1
920.25,4.19,24.1,74.99,37.9,2890.43,8.02,0.939,214.93,37.41,457.13,73.54,83.73,305.85,0
2054.99,0.18,97.73,70.66,17.99,2356.72,93.94,0.889,305.09,30.08,883.45,329.92,274.15,567.47,0
3132.12,7.93,85.83,84.86,38.3,3201.37,54.85,0.455,454.43,18.21,1205.76,319.92,405.72,1200.72,1
2722.31,0.69,55.08,23.58,26.14,1524.89,78.78,0.729,228.78,8.58,1051.37,286.01,193.65,1191.27,0
2591.05,4.74,98.33,43.72,16.18,953.86,65.84,0.179,493.86,29.67,958.94,306.57,177.19,1148.35,1
2607.45,5.61,18.76,42.41,25.9,3102.11,51.43,0.741,296.41,38.93,1051.25,468.5,317.52,770.19,1
1578.47,6.28,37.28,31.68,33.32,1207.55,8.97,0.976,80.28,15.62,886.32,112.13,165.81,414.21,0
1380.78,6.89,67.44,43.13,18.58,445.58,64.27,0.584,95.0,1.29,623.51,80.34,145.98,530.94,0
2928.08,2.53,41.5,44.78,42.72,52.74,15.54,0.549,358.06,10.72,1089.46,322.99,366.75,1148.89,0
2930.34,0.1,93.55,61.75,17.33,3061.18,41.44,0.269,25.2,34.12,1217.14,170.95,397.05,1145.2,1
3101.22,7.23,15.91,73.1,42.9,1842.64,62.91,0.67,240.17,49.45,1028.83,474.92,229.17,1368.3,1
3239.72,5.36,59.45,50.49,36.21,3773.94,78.22,0.631,74.11,0.67,1850.56,531.47,341.97,515.72,1
2034.03,8.36,63.18,77.56,24.89,1907.12,68.5,0.687,216.61,15.31,859.29,362.48,270.31,541.94,1
2004.55,8.21,68.75,46.89,26.72,2455.72,67.15,0.123,374.96,3.1,1190.94,323.89,275.18,214.54,1
2894.89,8.43,33.01,43.22,37.22,2065.07,14.9,0.594,229.41,15.82,1170.29,542.65,227.95,953.99,1
2449.89,4.85,42.81,63.3,33.04,3270.35,34.61,0.635,81.73,20.3,1349.66,397.48,148.01,554.74,1
2605.9,3.34,85.93,21.9,35.15,1812.89,4.29,0.287,125.96,46.04,982.2,496.19,190.97,936.54,1
2887.38,7.92,27.54,26.38,26.67,4820.65,71.95,0.287,183.77,4.03,932.18,228.01,417.37,1309.82,1
3170.02,4.51,84.42,53.44,29.63,4683.93,95.26,0.349,34.78,38.86,981.18,396.19,305.11,1487.54,1
1513.99,1.83,60.64,95.43,44.7,4247.74,26.41,0.741,292.17,19.78,729.51,301.42,139.07,343.98,1
1626.75,8.55,78.6,77.72,21.42,4605.49,8.77,0.646,303.77,40.56,640.08,247.65,83.47,655.55,1
781.95,8.83,74.22,27.05,27.54,2273.24,47.56,0.861,31.08,25.67,338.63,142.15,43.09,258.08,0
2234.84,4.66,28.68,87.71,23.75,2705.33,85.67,0.366,201.16,1.96,1219.32,121.93,261.18,632.41,1
607.83,0.76,61.19,78.58,37.95,3723.36,55.2,0.921,207.0,47.31,227.59,109.87,66.24,204.12,0
1896.79,3.88,88.1,68.88,37.92,3495.92,4.68,0.769,166.91,4.14,744.67,293.35,204.01,654.76,0
2127.93,8.04,48.89,85.62,23.77,4458.86,97.43,0.456,278.87,29.88,1178.03,160.9,129.87,659.14,1
1359.62,9.02,96.99,52.33,17.44,3595.84,82.86,0.186,172.98,43.88,608.88,73.22,115.85,561.68,1
2272.5,2.03,50.7,37.72,15.34,4989.53,13.16,0.331,208.2,3.99,1246.01,202.23,298.23,526.03,0
591.5,0.67,22.85,60.96,27.82,1775.1,92.18,0.961,398.76,27.69,243.9,110.83,39.92,196.85,0
612.04,8.77,45.05,63.91,27.31,4173.34,45.07,0.379,81.05,41.21,256.76,91.94,84.63,178.72,1
2967.8,3.89,95.65,63.07,44.65,3503.29,37.19,0.397,309.56,49.32,1039.15,557.71,184.44,1186.5,1
1580.57,5.42,38.77,65.21,29.09,3472.36,46.11,0.271,252.8,36.22,908.68,184.8,105.76,381.33,1
881.18,9.68,88.13,95.9,22.69,1662.89,83.46,0.826,152.54,13.92,501.42,167.86,86.16,125.74,1
2066.73,0.67,89.31,92.18,41.74,3938.73,65.95,0.348,363.77,34.98,1230.25,246.86,298.7,290.91,1
2809.98,6.48,41.52,90.06,29.73,4506.86,5.92,0.397,275.59,35.29,1182.25,226.59,233.1,1168.03,1
1147.46,0.74,17.49,84.11,32.98,1131.81,95.76,0.473,238.68,35.0,626.04,83.43,132.9,305.09,0
2368.67,3.75,75.21,95.47,17.87,3146.21,14.78,0.49,333.83,42.71,1005.47,471.54,257.87,633.8,1
756.04,8.04,38.04,27.88,26.49,1991.07,74.56,0.47,401.15,4.37,329.85,75.66,49.11,301.41,0
655.05,4.33,80.46,41.21,43.33,4948.26,63.61,0.553,486.33,5.42,359.62,48.48,49.01,197.94,0
2094.06,9.97,49.84,59.6,32.69,2420.22,18.75,0.833,314.68,32.03,739.64,107.34,299.48,947.59,1
2121.91,5.59,53.67,87.72,25.34,1180.18,17.07,0.837,437.22,47.69,776.82,196.99,145.31,1002.79,1
2412.29,3.21,80.01,60.41,33.77,1940.2,87.03,0.818,0.55,23.29,951.45,442.34,288.27,730.23,1
2678.27,2.2,44.41,79.84,42.31,3286.5,41.97,0.191,265.12,48.03,1436.77,348.45,392.29,500.77,1
3427.56,3.51,49.88,31.12,23.22,426.64,65.46,0.82,107.32,46.9,1411.45,496.53,212.34,1307.23,1
2048.9,3.73,43.86,40.19,30.15,3037.83,50.41,0.208,47.1,45.15,834.83,385.93,184.23,643.91,1
1468.87,0.69,43.06,78.54,43.76,4659.56,72.74,0.212,265.99,45.49,880.8,186.44,106.34,295.3,1
2885.56,3.7,57.34,33.18,20.17,4259.3,47.92,0.953,373.41,44.92,1197.92,507.11,208.21,972.32,1
1312.5,4.64,82.79,48.11,36.59,384.98,28.74,0.837,206.14,40.99,491.31,129.38,81.24,610.57,0
1816.91,7.23,42.56,41.19,33.43,4967.28,36.34,0.597,335.05,34.75,884.77,357.14,208.86,366.14,1
735.37,6.57,57.18,47.99,35.39,3508.7,85.91,0.887,244.86,1.22,397.51,45.46,91.65,200.74,1
576.05,7.09,70.37,76.67,25.54,853.29,46.8,0.99,218.54,6.61,184.84,91.43,67.79,231.98,0
3387.95,0.08,34.25,49.43,24.42,111.46,21.34,0.65,145.13,6.71,1645.42,505.09,482.67,754.77,0
3007.94,2.18,34.98,64.42,35.53,897.85,93.46,0.652,191.3,1.18,934.63,236.88,194.22,1642.22,0
2587.92,6.62,94.01,27.99,21.47,4198.97,79.66,0.779,174.9,5.84,1185.01,280.34,212.17,910.4,1
1726.86,4.84,75.12,84.4,27.59,157.11,5.57,0.309,323.09,45.99,651.19,167.37,145.85,762.44,0
1019.88,0.05,61.95,49.59,20.65,1204.08,99.89,0.25,58.01,33.19,399.79,65.45,74.66,479.98,0
969.31,8.04,68.29,71.88,15.25,3798.66,69.49,0.784,46.32,15.6,426.62,133.49,62.25,346.95,1
1250.73,7.73,12.64,78.03,44.1,2951.25,16.03,0.41,330.01,39.67,723.09,248.96,123.41,155.27,1
2147.68,5.48,65.63,36.77,27.95,3924.54,23.72,0.222,273.15,24.42,1102.19,287.66,286.59,471.24,1
2643.79,0.66,55.86,90.77,44.08,3743.44,69.24,0.383,215.1,7.11,1536.18,348.42,384.55,374.63,1
2480.59,7.67,59.12,69.3,19.21,300.48,77.98,0.423,76.22,44.23,1235.31,139.03,156.11,950.14,1
1339.8,5.84,42.35,54.3,32.62,4467.93,23.9,0.969,205.51,16.93,404.8,94.97,177.28,662.76,1
3364.6,7.82,17.33,34.59,21.03,1173.81,25.7,0.728,394.87,34.94,1277.45,427.25,445.67,1214.23,1
2713.69,7.52,27.4,95.38,38.7,2789.29,30.71,0.578,444.81,14.53,1551.5,536.71,241.24,384.24,1
2163.06,8.03,95.57,80.41,38.51,3239.23,59.8,0.972,351.29,25.0,1066.46,392.58,131.95,572.07,1
2335.16,5.18,46.78,36.64,18.38,884.71,17.18,0.913,29.96,40.81,1388.24,235.92,347.94,363.06,0
1758.8,1.4,52.0,47.02,42.36,4882.34,10.42,0.561,335.2,7.84,609.93,231.2,203.25,714.43,0
1243.19,6.71,14.74,84.77,20.84,2466.37,67.89,0.915,120.49,48.86,483.63,165.23,184.27,410.07,0
1567.92,6.2,13.38,75.65,33.39,335.33,77.91,0.464,157.63,3.51,640.82,239.58,154.23,533.28,0
2773.54,7.42,74.55,81.26,44.57,4689.45,50.09,0.307,97.94,26.7,1103.78,424.82,248.29,996.66,1
543.18,1.7,58.43,55.3,41.47,2952.03,36.38,0.309,387.88,45.8,204.02,91.51,40.59,207.07,0
848.22,1.95,55.78,77.32,43.7,3511.01,43.2,0.696,324.3,47.28,367.31,45.59,125.84,309.48,0
638.01,8.9,31.88,50.92,25.28,2649.62,38.84,0.551,305.92,11.61,314.34,122.21,48.06,153.4,0
622.19,7.5,77.03,36.9,18.17,4181.95,96.0,0.693,333.99,7.2,244.75,37.65,32.59,307.2,1
3066.38,9.08,25.14,70.61,20.65,214.01,76.81,0.717,118.39,36.22,993.23,372.33,310.46,1390.36,1
2610.97,7.59,27.09,98.08,30.01,1378.47,20.81,0.12,222.32,2.1,1338.28,490.7,229.0,553.0,1
1922.52,5.97,51.46,44.85,38.8,2374.76,38.42,0.149,316.63,24.26,841.5,236.76,146.38,697.89,0
793.5,6.54,35.77,56.88,19.5,429.19,54.4,0.579,318.3,39.82,370.52,47.25,90.03,285.7,0
1974.85,8.89,32.27,73.92,34.79,3544.24,61.3,0.272,395.93,28.01,862.26,166.65,170.68,775.26,1
1920.42,5.79,68.07,63.32,24.71,1998.63,46.82,0.669,143.55,9.4,1089.08,262.71,173.27,395.35,1
1019.61,6.32,68.59,87.47,25.24,1399.71,81.01,0.597,385.17,24.35,476.79,64.42,53.33,425.07,0
1801.55,1.56,84.21,80.94,34.86,66.73,76.76,0.627,220.09,46.06,1039.47,204.57,196.2,361.32,0
1695.51,4.74,47.59,24.66,29.01,3613.16,50.52,0.372,335.09,30.86,768.36,168.47,105.47,653.21,1
2347.55,7.16,16.58,99.87,39.36,4177.36,85.44,0.676,227.86,36.07,910.32,404.44,167.57,865.22,1
2405.28,2.71,34.63,80.19,19.68,2005.45,75.11,0.847,474.31,16.81,978.07,160.0,292.75,974.47,1
635.91,2.02,98.2,89.11,38.7,2842.88,77.86,0.998,89.65,9.42,290.38,96.93,51.72,196.89,0
1623.84,3.14,63.66,72.1,16.93,1177.05,95.64,0.855,337.5,12.78,745.34,180.23,107.69,590.58,0
2377.58,2.42,73.88,88.5,20.82,3129.88,26.65,0.602,288.27,26.66,1203.53,328.49,256.17,589.39,1
2009.41,2.15,10.66,28.99,34.68,110.08,26.76,0.274,86.37,14.01,738.15,162.42,143.65,965.18,0
3069.47,4.25,56.64,47.82,40.65,2468.79,88.9,0.713,33.0,27.1,1527.53,434.19,236.65,871.1,1
2476.08,9.08,13.38,90.11,22.58,3238.82,77.22,0.944,399.57,35.39,1321.18,374.13,277.65,503.12,1
988.8,5.07,61.23,36.13,24.82,4595.05,92.65,0.291,78.73,36.72,497.35,59.86,122.6,309.0,1
711.71,1.88,92.87,26.26,31.11,1937.61,6.31,0.33,93.25,8.23,316.39,123.59,88.23,183.5,0
2427.26,0.77,97.16,83.05,21.35,3837.69,62.78,0.234,489.22,37.52,1450.3,434.94,238.42,303.61,1
579.53,6.96,58.65,86.84,39.33,3008.55,14.46,0.763,358.63,33.63,244.24,34.5,55.3,245.49,1
2257.33,3.83,51.24,33.01,38.21,4638.71,50.39,0.466,125.24,0.6,749.38,317.11,290.66,900.18,1
3320.69,8.22,95.05,88.35,19.36,2021.97,15.57,0.156,295.47,2.94,1814.6,461.91,230.14,814.05,1
2226.42,6.6,70.62,74.94,28.91,1629.52,12.81,0.887,267.06,32.31,809.66,115.48,145.21,1156.07,1
1664.51,7.96,15.84,61.61,38.24,4441.35,1.22,0.602,422.24,19.19,855.53,168.7,193.86,446.41,1
2429.86,2.72,51.92,86.42,25.12,293.76,63.02,0.398,364.66,7.31,859.43,474.65,221.0,874.79,0
1874.76,6.92,31.62,53.54,33.99,725.11,35.9,0.41,415.86,2.22,571.92,249.94,226.85,826.05,0
2136.85,2.64,52.28,35.52,16.51,457.9,10.52,0.361,105.75,7.97,743.49,405.96,161.67,825.72,0
3324.39,9.39,50.99,42.79,33.26,4223.39,32.28,0.51,320.11,47.88,1373.3,503.14,274.22,1173.74,1
1658.31,6.36,62.39,60.41,19.58,102.51,16.89,0.403,20.12,36.38,550.53,89.98,231.61,786.18,0
3383.57,3.25,42.11,62.51,39.92,4315.2,94.17,0.593,34.47,26.39,1215.73,208.62,311.85,1647.37,1
3216.05,2.7,24.78,84.45,25.66,2283.78,32.0,0.796,356.76,47.08,1702.54,509.19,350.86,653.47,1
1087.37,1.91,55.33,83.31,23.45,69.93,33.4,0.707,12.21,30.96,577.36,144.82,65.97,299.23,0
708.08,6.95,84.72,66.51,40.23,2038.14,83.99,0.365,289.88,36.28,386.08,48.91,48.07,225.03,1
802.33,2.19,69.76,82.46,16.5,974.66,64.78,0.576,420.2,14.13,443.17,114.02,43.0,202.15,0
554.67,5.95,40.45,35.34,26.9,3140.78,71.02,0.856,189.97,29.45,236.36,95.15,51.27,171.88,0
783.33,2.65,94.2,24.01,26.1,3412.83,63.6,0.161,22.42,7.17,438.87,127.64,116.63,100.18,0
2549.02,6.62,92.1,89.89,23.54,2463.26,94.62,0.17,356.92,20.22,1166.89,221.57,350.2,810.35,1
713.57,8.15,28.84,26.04,42.35,250.57,20.7,0.601,464.84,1.66,314.81,63.31,80.84,254.6,0
1456.93,7.78,13.55,39.74,37.53,3297.84,98.9,0.675,358.59,10.83,751.13,284.36,198.3,223.13,1
3034.63,7.61,76.72,75.63,16.92,4218.09,83.1,0.29,289.22,3.74,1105.05,555.67,332.04,1041.87,1
569.82,1.88,84.48,52.76,36.44,3615.61,58.9,0.771,115.01,19.39,305.91,55.7,49.5,158.71,0
2943.41,0.88,97.11,90.11,30.82,4158.29,66.24,0.682,7.69,42.15,1262.25,511.0,198.25,971.9,1
1345.56,6.99,90.09,43.84,42.03,1042.52,64.88,0.931,347.34,18.9,455.05,99.92,155.15,635.44,0
854.49,3.68,64.05,20.95,24.39,4450.0,5.84,0.252,115.51,41.58,286.93,67.95,59.22,440.39,0
2590.21,4.32,57.7,44.05,32.22,1644.86,21.8,0.776,429.08,32.82,905.21,199.91,237.63,1247.46,1
2386.83,0.31,12.51,66.25,30.02,116.35,96.15,0.175,233.18,25.48,1353.74,150.75,316.45,565.89,0
3132.42,2.6,32.2,50.08,29.69,4224.79,53.44,0.609,265.32,11.84,1870.93,558.2,197.1,506.18,1
2705.21,0.34,51.37,62.79,28.68,4712.02,37.84,0.597,376.97,46.11,1101.27,370.13,170.16,1063.65,1
2910.44,8.79,66.57,90.13,21.17,3295.01,76.2,0.45,389.72,2.71,1128.21,258.57,210.83,1312.82,1
1346.1,2.43,60.15,93.0,37.67,1195.61,52.45,0.86,321.33,34.45,492.18,238.66,141.6,473.67,0
1032.32,5.57,76.84,41.28,28.54,1296.14,1.32,0.104,469.22,31.06,564.83,175.9,77.6,213.98,0
2751.84,0.39,35.18,56.97,43.76,2359.63,73.62,0.568,491.15,22.05,998.27,179.26,276.06,1298.25,0
2920.5,6.67,60.85,63.93,22.82,4494.26,73.22,0.295,473.44,12.02,1685.79,428.21,234.22,572.28,1
3471.52,3.23,17.93,95.93,35.48,790.51,16.51,0.769,412.09,21.53,1736.47,549.45,349.32,836.27,1
1737.85,8.98,47.23,99.89,43.22,4138.57,95.67,0.139,352.81,43.64,989.08,273.49,135.14,340.14,1
1616.05,8.88,77.51,38.83,34.9,1491.95,22.39,0.848,331.66,41.84,753.41,256.1,239.18,367.37,1
2829.24,3.25,72.41,78.16,41.14,4052.5,45.77,0.854,51.88,47.07,1435.0,213.38,280.86,900.0,1
1522.41,9.01,99.16,50.24,39.82,4605.34,11.47,0.85,135.74,15.39,739.64,148.07,189.33,445.36,1
3292.27,9.96,35.01,20.65,25.8,2166.09,60.33,0.237,2.84,19.36,1808.64,581.5,395.25,506.88,1
3075.24,8.25,54.84,20.74,33.0,1857.0,37.55,0.667,68.7,0.94,1693.71,568.18,304.62,508.73,1
1786.98,8.45,39.66,56.85,19.69,4021.0,35.32,0.113,219.61,47.15,852.28,164.18,132.03,638.48,1
2752.61,2.49,49.65,59.07,31.07,2670.94,82.7,0.863,73.27,16.47,1348.1,147.14,278.21,979.17,1
2763.63,5.77,87.13,21.81,21.91,3438.02,0.96,0.751,450.83,20.21,1593.41,494.59,326.38,349.25,1
809.37,0.67,71.58,74.95,37.31,3133.0,79.79,0.578,402.85,45.39,468.59,86.25,77.69,176.84,0
3207.66,0.95,89.42,43.52,30.84,806.8,57.14,0.758,35.81,26.33,1601.5,318.9,186.66,1100.59,1
2015.76,9.99,28.32,64.79,27.34,4231.71,98.61,0.185,124.46,28.31,609.42,205.71,104.41,1096.22,1
2979.37,3.27,88.6,44.07,23.06,1019.09,58.94,0.576,409.54,8.81,987.14,334.75,246.66,1410.84,1
1460.15,7.48,15.38,33.37,44.96,4664.8,5.54,0.362,401.52,24.93,813.86,155.86,94.94,395.49,1
3186.57,8.07,89.97,52.57,17.15,1290.33,5.06,0.975,472.73,45.91,1036.96,430.07,448.09,1271.45,1
1667.61,8.58,39.62,38.58,16.31,3682.71,88.32,0.871,498.77,27.94,607.1,103.13,112.7,844.68,1
532.51,9.98,38.31,62.78,21.52,1459.04,84.12,0.76,488.14,12.76,196.58,104.23,47.62,184.08,1
3216.15,2.41,56.09,35.91,44.13,1623.04,34.59,0.94,205.07,1.56,1543.98,612.57,389.82,669.78,0
773.86,0.4,94.66,60.67,44.38,1584.51,61.8,0.412,125.16,16.82,366.03,147.16,101.8,158.88,0
1457.94,4.11,14.3,32.59,34.65,3752.07,48.96,0.911,379.21,28.63,563.97,265.19,142.54,486.24,0
3350.19,1.3,41.7,73.68,41.4,2806.23,96.72,0.393,149.64,2.13,1213.72,499.34,228.19,1408.93,1
3351.82,0.22,87.09,80.32,21.42,4420.61,95.0,0.76,403.2,30.49,1774.32,278.76,258.39,1040.35,1
2220.31,3.6,45.64,28.83,44.16,1571.49,98.38,0.763,266.98,26.17,1289.2,127.5,204.04,599.58,0
2395.51,7.84,27.92,57.42,19.28,3475.36,86.64,0.117,396.96,39.17,756.6,155.46,207.11,1276.33,1
1845.34,5.66,48.23,25.67,18.03,3777.1,90.96,0.425,137.94,1.44,627.33,181.95,156.61,879.45,1
1379.63,3.13,44.7,67.85,18.37,799.84,21.73,0.117,254.01,39.04,679.67,173.26,87.17,439.53,0
1485.99,6.54,92.39,41.15,32.19,2032.92,83.1,0.997,282.01,26.04,804.42,295.69,210.02,175.87,1
2517.56,2.32,78.57,62.21,38.43,2439.95,70.89,0.21,471.55,18.53,1352.82,290.32,133.37,741.05,1
2757.12,0.14,55.46,61.4,26.0,1810.65,96.28,0.589,133.3,48.27,1422.41,354.83,259.17,720.71,1
2874.74,7.64,98.95,93.95,44.34,1644.46,57.13,0.812,468.34,8.01,1627.76,443.5,425.55,377.93,1
2868.85,6.24,51.87,63.93,28.03,3447.78,8.52,0.281,402.43,27.07,1047.72,221.22,332.71,1267.21,1
773.62,7.62,15.24,66.64,19.51,1118.54,59.74,0.537,365.45,16.05,256.99,146.93,66.18,303.53,0
1983.26,0.39,33.6,52.13,28.98,3561.48,68.66,0.647,393.44,26.37,961.11,256.55,128.14,637.47,0
672.68,8.37,49.25,95.93,35.37,4678.47,22.03,0.244,302.71,27.61,367.74,61.51,98.47,144.96,1
2148.59,6.2,24.12,82.17,39.97,2847.73,39.41,0.801,122.04,4.47,1019.75,408.8,110.43,609.6,1
1824.59,5.63,95.28,42.83,28.76,3076.6,59.85,0.369,94.75,33.06,1074.5,262.41,215.55,272.13,1
3163.11,6.25,79.02,87.54,32.81,391.22,37.41,0.29,433.17,31.72,1703.87,387.65,436.55,635.04,1
1552.75,8.64,34.15,54.59,23.02,4329.16,37.49,0.602,362.57,38.47,792.27,212.76,81.54,466.17,1
851.2,5.87,63.17,86.29,34.38,1462.97,13.31,0.469,106.6,4.53,270.75,138.1,104.29,338.06,0
928.98,5.81,74.93,85.83,44.58,3094.5,94.07,0.928,307.55,14.86,308.72,67.98,139.24,413.03,1
2784.53,9.91,94.72,35.11,16.47,4896.61,75.05,0.892,223.77,32.51,1490.98,500.45,317.34,475.76,1
2354.65,7.57,89.35,76.09,41.6,2997.74,0.12,0.535,79.33,6.84,846.43,456.63,215.38,836.22,1
803.37,4.42,56.37,43.25,31.87,3637.31,76.56,0.423,265.93,33.88,247.96,108.49,110.41,336.5,0
752.32,7.07,79.72,43.8,22.56,2254.33,73.98,0.393,140.76,2.95,431.25,114.61,79.31,127.15,0
2602.91,3.89,60.59,43.71,43.65,348.81,0.97,0.341,48.12,16.75,1476.48,465.86,325.22,335.36,0
718.29,2.29,59.74,78.05,29.5,3998.12,36.96,0.59,233.48,42.34,262.57,76.3,78.13,301.29,0
2965.58,5.97,20.33,38.39,24.95,223.24,60.67,0.824,295.05,38.71,1583.8,589.93,159.63,632.21,1
2618.73,9.28,21.35,20.07,20.44,3518.26,45.28,0.38,23.45,32.24,823.31,398.24,186.75,1210.42,1
744.05,9.29,57.66,77.22,22.33,163.46,77.8,0.271,201.05,43.52,286.84,84.52,43.06,329.62,0
754.51,3.42,34.2,33.69,39.99,4318.41,42.55,0.528,128.83,35.46,367.52,114.38,45.78,226.83,0
3459.92,5.28,11.89,28.36,33.43,830.3,15.39,0.162,15.33,25.97,1830.14,443.74,178.33,1007.71,1
1622.81,2.12,75.06,39.0,42.4,2595.64,97.64,0.731,62.83,48.99,491.91,108.32,149.49,873.1,1
1611.93,9.96,12.92,50.39,21.96,3005.9,24.2,0.567,69.52,34.74,641.33,273.03,109.39,588.18,1
2938.4,9.81,63.57,58.07,18.63,2314.85,71.77,0.547,91.44,30.07,1070.47,395.67,398.36,1073.9,1
3341.75,6.5,58.53,23.57,15.18,1736.78,14.32,0.37,401.69,20.44,2003.82,566.01,417.73,354.18,1
3458.0,8.04,97.19,97.65,30.24,2365.68,32.9,0.914,219.75,45.12,1733.48,253.25,371.1,1100.17,1
2760.13,7.15,53.58,77.29,44.95,1591.51,44.2,0.181,73.54,14.79,1163.95,360.9,272.98,962.3,1
1628.78,5.93,15.72,45.86,35.85,2218.71,19.22,0.883,50.15,0.46,525.6,268.74,123.11,711.33,0
750.5,0.53,59.65,45.5,24.25,1826.62,45.0,0.439,148.97,9.84,359.94,148.78,73.17,168.61,0
2831.44,4.55,85.7,55.88,41.31,2852.71,15.72,0.893,399.01,5.48,1394.51,517.19,323.13,596.6,1
2175.21,6.75,99.72,70.1,38.45,1227.72,55.9,0.756,182.23,15.95,1185.32,390.78,278.91,320.2,1
1772.67,6.78,48.73,31.71,15.46,4943.85,66.37,0.194,79.95,41.29,685.26,154.43,103.11,829.86,1
3219.06,3.73,38.83,35.11,39.51,2529.31,6.24,0.848,202.06,32.58,1913.5,565.58,389.01,350.97,1
833.59,9.42,91.6,88.75,24.02,1011.1,87.11,0.714,277.66,8.45,359.98,62.85,103.59,307.17,1
1977.88,1.67,27.21,40.5,19.49,2411.48,18.51,0.129,14.79,39.44,768.96,157.67,209.45,841.79,0
534.06,5.0,65.39,50.42,21.79,4338.75,22.54,0.22,313.82,25.21,216.05,35.52,38.15,244.34,1
1905.98,6.91,46.51,89.7,29.06,157.94,66.13,0.672,197.55,25.64,868.89,340.48,198.07,498.54,0
